id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat
520|Pedro Calderón de la Barca|Segismundo, el príncipe prisionero|9 de julio de 2013|Dolores Garayalde|Tabacasol 2010|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro|
521|Pedro Calderón de la Barca| Segismundo, el príncipe prisionero| 9 de julio de 2013| Dolores Garayalde|El Pitbull Teatro| Festival de Teatro Clásico de Almagro| Teatro Municipal de Almagro (Ciudad Real).|
522|Pedro Calderón de la Barca| No hay burlas con el amor|| Carlos Marchena| Teatro Furtivo|||
523|Pedro Calderón de la Barca| La dama duende| 13 de junio de 2013|Manuel Narros| Producciones Teatrales Faraute| Festival Clásicos en Alcalá|Teatro Salón Cervantes de Alcalá de Henares|13-06-2013
524|Pedro Calderón de la Barca| El gran teatro del mundo| 4 de abril de 2013|Carlos Saura| Teatro Español|| Naves del Español, Matadero Madrid.|
525|Pedro Calderón de la Barca| Darlo todo y no dar nada||Nuria Alkorta| Compañía Delabarca|||
526|Pedro Calderón de la Barca| Segismun2000| 22 de junio de 2012| Javier Navarro de Zuvillaga| Teatro Universitario de Bellas Artes, T.U.B.A.|| Salón de actos de la Facultad de Bellas Artes, Universidad Complutense de Madrid.|22-06-2012
527|Pedro Calderón de la Barca| No hay burlas con el amor| 2 de julio de 2013| Josemi Rodríguez| Pata Teatro|| Patio del Instituto Vicente Espinel de Málaga.|
528|Pedro Calderón de la Barca| Segismundo sueña... la vida es sueño 2.0| 8 de julio de 2014|Hugo Nieto| Ensamble Bufo|| Nave 1.1 de las Naves del Español, Matadero Madrid.|
529|Pedro Calderón de la Barca| La cómicos de la leNgua. VIda es sueño| 14 de abril de 2014| José Luis Gómez| Centro Dramático Nacional, CDN|III Centenario de la Real Academia| Teatro de La Abadía de Madrid.|
530|Pedro Calderón de la Barca| La cena del rey Baltasar| 28 de enero de 2014|Carlos Tuñón| Los Números Imaginarios|| Sala Kubik Fabrik de Madrid.|28-01-2014
531|Pedro Calderón de la Barca| El mágico prodigioso| 6 de junio de 2014|Karina Garantivá| Primas de Riesgo|Festival de Teatro Clásico| Plaza de las Veletas de Cáceres.|
532|Pedro Calderón de la Barca| Cómicos de la leNgua. Duelo de plumas: Góngora-Quevedo| 28 de abril de 2014|José Luis Gómez| Centro Dramático Nacional, CDN|III Centenario de la Real Academia| Teatro Español de Madrid.|28-04-2014
533|Pedro Calderón de la Barca| Antes que todo es mi dama| 14 de noviembre de 2014| Víctor Manuel Dogar| Teatro del Biombo|| Teatro Ideal de Calahorra, La Rioja.|14-11-2014
534|Pedro Calderón de la Barca| No hay burlas con el amor||Rosana García| Factoría Teatro|||
535|Pedro Calderón de la Barca| La crítica del amor|| Antonio Castillo Algarra| For the Fun of It|||
536|Pedro Calderón de la Barca| La cena del rey Baltasar|| Hermann Bonnín| La Seca Espai Brossa|||
537|Pedro Calderón de la Barca| Enrique VIII y la cisma de Inglaterra| 27 de febrero de 2015|Helena Pimenta| Compañía Nacional de Teatro Clásico (CNTC)|| Teatro Pavón de Madrid.|27-02-2015
538|Pedro Calderón de la Barca| El mágico prodigioso|| Yolanda Mancebo| El Viaje Entretenido|||
539|Pedro Calderón de la Barca| El Alcalde de Zalamea| 16 de octubre de 2015| Helena Pimenta| Compañía Nacional de Teatro Clásico (CNTC)|| Teatro de la Comedia de Madrid.|16-10-2015
540|Pedro Calderón de la Barca| Crónica de una casa real: La venganza de Tamar y Los cabellos de Absalón|| Gustavo Galindo, Mamen Camacho| Teatro Galo Real|||
541|Pedro Calderón de la Barca| La vida es sueño| 10 de noviembre de 2016| Carlos Martín| Teatro del Temple|| Teatro Principal de Zaragoza|10-11-2016
542|Pedro Calderón de la Barca| La vida es sueño| 14 de diciembre de 2016|César Barló| Almaviva Teatro| Jornada Lorca en la Complutense| Paraninfo de la Universidad Complutense de Madrid|
543|Pedro Calderón de la Barca, Lope de Vega Carpio|Préstame tus palabras 3|||Joven Compañía Nacional de Teatro Clásico|||
544|Pedro Calderón de la Barca| A secreto agravio, secreta venganza| 19 de julio de 2017| Pedro Hofhuis| Jóvenes Clásicos| Festival Almagro Off| Teatro La Veleta de Almagro|19-07-2017
545|Pedro Calderón de la Barca| Otro gran teatro del mundo| 16 de diciembre de 2017| Olga Margallo|CNTC, Uroc Teatro|| Teatro de la Comedia de Madrid|16-12-2017
546|Pedro Calderón de la Barca| La vida es sueño (vv. 105-106); La vida es sueño (vv.105-106)| 19 de abril de 2017| Carles Alfaro| Moma Teatre, Teatros del Canal| Teatros del Canal de Madrid| Teatros del Canal de Madrid|19-04-2017
547|Pedro Calderón de la Barca| La dama duende| 6 de julio de 2017| Helena Pimenta|CNTC| Festival de Almagro| Hospital de San Juan de Almagro|
548|Pedro Calderón de la Barca| El monstruo de los jardines| 18 de julio de 2017| David Lorente| In-Felice Teatro| Festival de Almagro Off| Teatro La Veleta de Almagro|18-07-2017
549|Pedro Calderón de la Barca| Eco y Narciso| 14 de julio de 2017| David Martínez| Miseria y Hambre Producciones| Festival Internacional de Teatro Clásico de Almagro| Espacio Miguel Narros de Almagro|14-07-2017
550|Pedro Calderón de la Barca| La vida es sueño| 13 de julio de 2018| ClÃ©ment PoirÃ©e| Théâtre de la Tempete| Festival Internacional de Teatro Clásico de Almagro| Antigua Universidad Renacentista AUREA de Almagro|13-07-2018
551|Pedro Calderón de la Barca| La hidalga del valle| 10 de julio de 2018| Ernesto de Diego| Corrales de Comedias Teatro| Festival Internacional de Teatro Clásico de Almagro| Corral de Comedias de Almagro|10-07-2018
552|Pedro Calderón de la Barca| No hay burlas con el amor| 19 de julio de 2018| Juan Polanco| Producciones Esquivas| Festival Internacional de Teatro Clásico de Almagro| Teatro Municipal de Almagro|19-07-2018
553|Pedro Calderón de la Barca| La señora y la criada| 10 de diciembre de 2019| Miguel del Arco| Joven Compañía Nacional de Teatro Clásico, JCNTC|| Teatro de la Comedia de Madrid|10-12-2019
554|Pedro Calderón de la Barca| La hija del aire|| Mario Gas| Compañía Nacional de Teatro Clásico,CNTC|| Compañía Nacional de Teatro Clásico,CNTC|
555|Pedro Calderón de la Barca| La gran lucha del mundo|| Salomón Santiago L.| La Quinta Teatro, Al Rescate|| La Quinta Teatro, Al Rescate|
556|Pedro Calderón de la Barca| La dama duende|| Jara Martínez Valderas, Caja Negra| Ugala Teater|||
557|Pedro Calderón de la Barca| El galán fantasma| 1 de noviembre de 2019| Rafael Rodríguez| 2Rc Producciones| Teatro Pérez Galdós de Las Palmas de Gran Canaria| Teatro Pérez Galdós de Las Palmas de Gran Canaria|11-02-2019
558|Pedro Calderón de la Barca| Con quien vengo, vengo|| Gabriel Garbisu| Amara Producciones|||
559|Pedro Calderón de la Barca| Aire|| José María Esbec| ThreeR Teatro|||
560|Pedro Calderón de la Barca| No hay burlas con el amor| 29 de julio de 2020| No disponible| Lasardaproduce| Fiesta Corral Cervantes| Lasardaproduce|29-07-2020
561|Lope de Vega, Pedro Calderón de la Barca, Tirso de Molina| Mujeres del Siglo de Oro| 18 de septiembre de 2020| No disponible| Teatro Corsario| No disponible| Teatro Corsario|
562|Pedro Calderón de la Barca| Céfalo y Pocris| 15 de julio de 2020| No disponible| Teatro del Velador| Festival Internacional de Teatro Clásico de Almagro| Teatro del Velador|15-07-2020
563|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 23 de julio de 2020| No disponible| Clásicos on the Road| Festival Internacional de Teatro Clásico de Almagro| ClÃ¡sicos on the Road|23-07-2020
564|Agustín Moreto, Pedro Calderón de la Barca| Andanzas y entremeses de Juan Rana| 7 de febrero de 2020| No disponible| Ron Lalá Teatro S.L., Compañía Nacional de Teatro Clásico (CNTC)| No disponible| Ron Lalá Teatro S.L., Compañía Nacional de Teatro Clásico (CNTC)|
565|Pedro Calderón de la Barca| La crítica del amor| No disponible| No disponible| For the Fun of It| No disponible| For the Fun of It|28-02-2023
566|Pedro Calderón de la Barca| La cena del rey Baltasar| No disponible| No disponible| La Seca Espai Brossa| No disponible| La Seca Espai Brossa|31-05-2023
567|Pedro Calderón de la Barca| Enrique VIII y la cisma de Inglaterra| 27 de febrero de 2015| No disponible| Compañía Nacional de Teatro Clásico (CNTC)| No disponible| CompaÃ±Ã­a Nacional de Teatro ClÃ¡sico (CNTC)|27-02-2015
568|Pedro Calderón de la Barca| La vida es sueño| 23 de octubre de 2021| No disponible| Teatre Lliure| No disponible| Teatre Lliure|23-10-2021
569|Pedro Calderón de la Barca| La vida es sueño| 16 de julio de 2021| No disponible| Producciones La Folía| Festival de Teatro Clásico de Almagro| Producciones La FolÃ­a|16-07-2021
570|Pedro Calderón de la Barca| No hay burlas con el amor| 27 de noviembre de 2021| No disponible| Butaca 78| No disponible| Butaca 78|27-11-2021
571|Pedro Calderón de la Barca| La vida es sueño| 17 de febrero de 2021| No disponible| Compañía nacional de Teatro Clásico (CNTC)| No disponible| CompaÃ±Ã­a Nacional de Teatro ClÃ¡sico (CNTC)|17-02-2021
572|Pedro Calderón de la Barca| No hay burlas con el amor (Reposición)| 10 de junio de 2021| No disponible| GG Producción y Distribución Escénica, Festival Clásicos en Alcalá| Festival Iberoamericano del Siglo de Oro, Clásicos en Alcalá| GG Producción y Distribución EscÃ©nica, Festival ClÃ¡sicos en AlcalÃ¡|10-06-2021
573|Pedro Calderón de la Barca, Lope de Vega, Tirso de Molina, Alfonso Palomares, Javier Trillo| Don Gil de Olmedo es sueño| 28 de septiembre de 2021| Alfonso Palomares| Lagartolagarto, Zazurca Artes Escénicas| No disponible| Teatro Olimpia de Huesca.|28-09-2021
574|Pedro Calderón de la Barca| Amar después de la muerte| No disponible| Carlos Martínez-Abarca| Maná Obras Teatro| No disponible| No disponible.|
575|Pedro Calderón de la Barca| La hija del aire| No disponible| Ernesto Caballero| Los Veranos de la Villa, Fundación Juan March| No disponible| No disponible.|31-05-2023
576|Pedro Calderón de la Barca, Antonio Machado, Mario Benedetti, William Shakespeare, Alfonsina Storni| Paladio Arte| 10 de noviembre de 2021| Pablo Tercero, Marta Cantero| Paladio Arte| No disponible| Teatro Juan Bravo de Segovia.|10-11-2021
577|Pedro Calderón de la Barca, Ana Caro, Félix Lope de Vega| Eco y Narciso, Valor, agravio y mujer, Fuenteovejuna| 4 de marzo de 2021| Mariano Estudillo| Joven Compañía nacional de Teatro Clásico (JCNTC)| No disponible| Sala Tirso de Molina del Teatro de la Comedia de Madrid.|04-03-2021
578|Pedro Calderón de la Barca| La gran Cenobia| 13 de enero de 2022| David Boceta| Compañía nacional de Teatro Clásico,CNTC|| CompaÃ±Ã­a Nacional de Teatro ClÃ¡sico,CNTC|13-01-2022
579|Pedro Calderón de la Barca| La vida es sueño| 2 de julio de 2022| Mariano de Paco| Teatro Círculo|| Monasterio Cisterciense de San Bernardo de AlcalÃ¡ de Henares, Madrid|27-06-2022
580|Pedro Calderón de la Barca| La vida es sueño. Versión musical| 1 de julio de 2022| Macarena Baeza de la Fuente| Teatro la Calderona|| Teatro la Calderona|01-07-2022
581|Pedro Calderón de la Barca| La vida es sueño en sus versos esenciales| 27 de julio de 2022|| Olmedo Clásico. Festival de Teatro Clásico de Olmedo|||27-07-2022
